Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Profit Margin %
CASH,4,4,73.37,278.98,Shipping on time,0,43,Camping & Hiking,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,7,Fan Shop,42.20061112,-83.24320984,LATAM,Mérida,México,17,21.0,0.07,299.98,0.26,1,299.98,278.98,73.37,Central America,Yucatán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,24.458297219814654
CASH,4,4,54.6,272.98,Shipping on time,0,43,Camping & Hiking,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,7,Fan Shop,42.20061112,-83.24320984,LATAM,Mérida,México,17,27.0,0.09,299.98,0.2,1,299.98,272.98,54.6,Central America,Yucatán,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,18.201213414227617
CASH,4,4,-195.57,254.98,Shipping on time,0,43,Camping & Hiking,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,7,Fan Shop,42.20061112,-83.24320984,Pacific Asia,Porirua,Nueva Zelanda,17,45.0,0.15,299.98,-0.77,1,299.98,254.98,-195.57,Oceania,Wellington,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,-65.19434628975264
CASH,4,4,32.0,116.37,Shipping on time,0,29,Shop By Sport,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,5,Golf,42.20061112,-83.24320984,Pacific Asia,Porirua,Nueva Zelanda,17,3.6,0.03,39.99,0.28,3,119.97,116.37,32.0,Oceania,Wellington,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,26.67333500041677
CASH,4,4,33.0,120.0,Shipping on time,0,24,Women's Apparel,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,5,Golf,42.20061112,-83.24320984,Pacific Asia,Porirua,Nueva Zelanda,17,30.0,0.2,50.0,0.28,3,150.0,120.0,33.0,Oceania,Wellington,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,22.0
CASH,4,4,25.29,155.16,Shipping on time,0,29,Shop By Sport,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,5,Golf,42.20061112,-83.24320984,LATAM,Mérida,México,17,4.8,0.03,39.99,0.16,4,159.96,155.16,25.29,Central America,Yucatán,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,15.810202550637658
DEBIT,5,4,-13.49,269.75,Late delivery,1,33,Golf Shoes,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,6,Outdoors,42.20061112,-83.24320984,LATAM,Sorocaba,Brasil,17,55.25,0.17,65.0,-0.05,5,325.0,269.75,-13.49,South America,São Paulo,COMPLETE,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,Standard Class,-4.150769230769231
DEBIT,4,4,92.62,284.98,Shipping on time,0,43,Camping & Hiking,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,7,Fan Shop,42.20061112,-83.24320984,Europe,Milan,Italia,17,15.0,0.05,299.98,0.33,1,299.98,284.98,92.62,Southern Europe,Lombardía,ON_HOLD,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,30.87539169277952
DEBIT,5,4,9.36,124.79,Late delivery,1,18,Men's Footwear,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,4,Apparel,42.20061112,-83.24320984,LATAM,Sorocaba,Brasil,17,5.2,0.04,129.99,0.08,1,129.99,124.79,9.36,South America,São Paulo,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,7.200553888760673
DEBIT,5,4,-7.76,387.98,Late delivery,1,45,Fishing,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,7,Fan Shop,42.20061112,-83.24320984,LATAM,Potosí,Bolivia,17,12.0,0.03,399.98,-0.02,1,399.98,387.98,-7.76,South America,Potosí,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,-1.9400970048502424
DEBIT,5,4,33.93,260.98,Late delivery,1,43,Camping & Hiking,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,7,Fan Shop,42.20061112,-83.24320984,LATAM,Potosí,Bolivia,17,39.0,0.13,299.98,0.13,1,299.98,260.98,33.93,South America,Potosí,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,11.310754050270017
DEBIT,4,4,35.64,197.98,Shipping on time,0,9,Cardio Equipment,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,3,Footwear,42.20061112,-83.24320984,Europe,Milan,Italia,17,2.0,0.01,99.99,0.18,2,199.98,197.98,35.64,Southern Europe,Lombardía,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,17.821782178217823
CASH,4,4,56.23,149.94,Shipping on time,0,46,Indoor/Outdoor Games,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,7,Fan Shop,42.20061112,-83.24320984,LATAM,Mérida,México,17,0.0,0.0,49.98,0.38,3,149.94,149.94,56.23,Central America,Yucatán,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,37.5016673336001
DEBIT,5,4,110.17,351.98,Late delivery,1,45,Fishing,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,7,Fan Shop,42.20061112,-83.24320984,LATAM,Sorocaba,Brasil,17,48.0,0.12,399.98,0.31,1,399.98,351.98,110.17,South America,São Paulo,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,27.543877193859696
DEBIT,5,4,117.62,347.98,Late delivery,1,45,Fishing,Taylor,EE. UU.,Mary,17,Robinson,Consumer,MI,1325 Noble Pike,48180.0,7,Fan Shop,42.20061112,-83.24320984,LATAM,Sorocaba,Brasil,17,52.0,0.13,399.98,0.34,1,399.98,347.98,117.62,South America,São Paulo,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,29.40647032351617
CASH,3,4,62.42,127.39,Advance shipping,0,18,Men's Footwear,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,4,Apparel,38.00925446,-122.1187134,LATAM,San Salvador,El Salvador,18,2.6,0.02,129.99,0.49,1,129.99,127.39,62.42,Central America,San Salvador,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,48.01907839064543
CASH,3,4,58.0,126.09,Advance shipping,0,18,Men's Footwear,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,4,Apparel,38.00925446,-122.1187134,LATAM,San Salvador,El Salvador,18,3.9,0.03,129.99,0.46,1,129.99,126.09,58.0,Central America,San Salvador,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,44.618816832064
CASH,3,4,-60.68,254.97,Advance shipping,0,9,Cardio Equipment,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,3,Footwear,38.00925446,-122.1187134,LATAM,San Salvador,El Salvador,18,45.0,0.15,99.99,-0.24,3,299.97,254.97,-60.68,Central America,San Salvador,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,-20.228689535620227
CASH,3,4,30.88,118.77,Advance shipping,0,29,Shop By Sport,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,5,Golf,38.00925446,-122.1187134,LATAM,San Salvador,El Salvador,18,1.2,0.01,39.99,0.26,3,119.97,118.77,30.88,Central America,San Salvador,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,25.73976827540218
CASH,3,4,155.18,387.96,Advance shipping,0,9,Cardio Equipment,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,3,Footwear,38.00925446,-122.1187134,LATAM,San Salvador,El Salvador,18,12.0,0.03,99.99,0.4,4,399.96,387.96,155.18,Central America,San Salvador,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,38.7988798879888
DEBIT,2,1,58.04,123.49,Late delivery,1,18,Men's Footwear,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,4,Apparel,38.00925446,-122.1187134,Pacific Asia,Nom Pen,Camboya,18,6.5,0.05,129.99,0.47,1,129.99,123.49,58.04,Southeast Asia,Nom Pen,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,44.649588429879216
DEBIT,2,1,38.44,118.29,Late delivery,1,18,Men's Footwear,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,4,Apparel,38.00925446,-122.1187134,Pacific Asia,Kawagoe,Japón,18,11.7,0.09,129.99,0.33,1,129.99,118.29,38.44,Eastern Asia,Saitama,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,29.571505500423108
DEBIT,2,1,28.66,454.95,Late delivery,1,9,Cardio Equipment,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,3,Footwear,38.00925446,-122.1187134,Pacific Asia,Nom Pen,Camboya,18,45.0,0.09,99.99,0.06,5,499.95,454.95,28.66,Southeast Asia,Nom Pen,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,5.732573257325733
DEBIT,3,2,54.28,113.09,Late delivery,1,18,Men's Footwear,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,4,Apparel,38.00925446,-122.1187134,LATAM,Chimaltenango,Guatemala,18,16.9,0.13,129.99,0.48,1,129.99,113.09,54.28,Central America,Chimaltenango,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,41.75705823524886
DEBIT,2,2,102.05,283.48,Shipping on time,0,43,Camping & Hiking,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,7,Fan Shop,38.00925446,-122.1187134,Pacific Asia,Izmir,Turquía,18,16.5,0.06,299.98,0.36,1,299.98,283.48,102.05,West Asia,Izmir,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,34.018934595639706
TRANSFER,5,4,-42.71,377.98,Shipping canceled,0,45,Fishing,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,7,Fan Shop,38.00925446,-122.1187134,Europe,London,Reino Unido,18,22.0,0.06,399.98,-0.11,1,399.98,377.98,-42.71,Northern Europe,Inglaterra,CANCELED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,-10.678033901695084
DEBIT,2,1,41.3,131.95,Late delivery,1,46,Indoor/Outdoor Games,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,7,Fan Shop,38.00925446,-122.1187134,Pacific Asia,Kawagoe,Japón,18,17.99,0.12,49.98,0.31,3,149.94,131.95,41.3,Eastern Asia,Saitama,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,First Class,27.54435107376284
TRANSFER,5,4,-69.8,91.0,Shipping canceled,0,24,Women's Apparel,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,5,Golf,38.00925446,-122.1187134,Europe,London,Reino Unido,18,9.0,0.09,50.0,-0.77,2,100.0,91.0,-69.8,Northern Europe,Inglaterra,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-69.8
TRANSFER,5,4,-142.6,185.93,Shipping canceled,0,46,Indoor/Outdoor Games,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,7,Fan Shop,38.00925446,-122.1187134,Europe,London,Reino Unido,18,13.99,0.07,49.98,-0.77,4,199.92,185.93,-142.6,Northern Europe,Inglaterra,CANCELED,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-71.32853141256503
DEBIT,2,1,93.6,359.98,Late delivery,1,45,Fishing,Martinez,EE. UU.,Robert,18,Smith,Consumer,CA,2734 Hazy Butterfly Circle,94553.0,7,Fan Shop,38.00925446,-122.1187134,Pacific Asia,Kawagoe,Japón,18,40.0,0.1,399.98,0.26,1,399.98,359.98,93.6,Eastern Asia,Saitama,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,23.401170058502924
PAYMENT,6,4,6.17,123.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,Europe,Vilna,Lituania,19,6.5,0.05,129.99,0.05,1,129.99,123.49,6.17,Northern Europe,Vilna,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,4.746518962997153
PAYMENT,6,4,47.62,113.38,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,Europe,Vilna,Lituania,19,6.6,0.06,59.99,0.42,2,119.98,113.38,47.62,Northern Europe,Vilna,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,39.68994832472078
PAYMENT,6,4,74.69,149.38,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,Europe,Vilna,Lituania,19,30.59,0.17,59.99,0.5,3,179.97,149.38,74.69,Northern Europe,Vilna,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,41.50136133800078
PAYMENT,6,4,-5.66,95.98,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,5,Golf,18.35910606,-66.07789612,Europe,Vilna,Lituania,19,23.99,0.2,39.99,-0.06,3,119.97,95.98,-5.66,Northern Europe,Vilna,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,-4.717846128198717
PAYMENT,6,4,0.0,247.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,5,Golf,18.35910606,-66.07789612,Europe,Vilna,Lituania,19,2.5,0.01,50.0,0.0,5,250.0,247.5,0.0,Northern Europe,Vilna,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0.0
CASH,0,0,64.22,189.99,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,7,Fan Shop,18.35910606,-66.07789612,USCA,Philadelphia,Estados Unidos,19,10.0,0.05,199.99,0.34,1,199.99,189.99,64.22,East of USA,Pensilvania,CLOSED,Pelican Sunstream 100 Kayak,199.99,Same Day,32.11160558027901
CASH,3,2,17.49,49.98,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,7,Fan Shop,18.35910606,-66.07789612,LATAM,Juárez,México,19,0.0,0.0,49.98,0.35,1,49.98,49.98,17.49,Central America,Chihuahua,CLOSED,O'Brien Men's Neoprene Life Vest,49.98,Second Class,34.993997599039616
CASH,0,0,38.67,110.49,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,USCA,Philadelphia,Estados Unidos,19,19.5,0.15,129.99,0.35,1,129.99,110.49,38.67,East of USA,Pensilvania,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day,29.7484421878606
CASH,0,0,-7.5,105.58,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,USCA,Philadelphia,Estados Unidos,19,14.4,0.12,59.99,-0.07,2,119.98,105.58,-7.5,East of USA,Pensilvania,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Same Day,-6.251041840306717
CASH,3,2,14.87,114.39,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,LATAM,Juárez,México,19,15.6,0.12,129.99,0.13,1,129.99,114.39,14.87,Central America,Chihuahua,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,11.439341487806754
CASH,3,2,23.61,49.19,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,LATAM,Juárez,México,19,10.8,0.18,59.99,0.48,1,59.99,49.19,23.61,Central America,Chihuahua,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Second Class,39.35655942657109
CASH,3,2,87.99,351.96,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,3,Footwear,18.35910606,-66.07789612,LATAM,Juárez,México,19,48.0,0.12,99.99,0.25,4,399.96,351.96,87.99,Central America,Chihuahua,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,21.999699969997
CASH,3,2,35.6,200.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,5,Golf,18.35910606,-66.07789612,LATAM,Juárez,México,19,0.0,0.0,50.0,0.18,4,200.0,200.0,35.6,Central America,Chihuahua,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,17.8
CASH,3,4,-34.64,80.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,5,Golf,18.35910606,-66.07789612,Europe,Cologne,Alemania,19,20.0,0.2,50.0,-0.43,2,100.0,80.0,-34.64,Western Europe,Renania del Norte-Westfalia,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-34.64
CASH,3,4,82.04,174.56,Advance shipping,0,13,Electronics,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,3,Footwear,18.35910606,-66.07789612,Europe,Cologne,Alemania,19,5.4,0.03,44.99,0.47,4,179.96,174.56,82.04,Western Europe,Renania del Norte-Westfalia,CLOSED,Under Armour Men's Compression EV SL Slide,44.99,Standard Class,45.587908424094245
CASH,3,4,17.82,198.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,5,Golf,18.35910606,-66.07789612,Europe,Cologne,Alemania,19,2.0,0.01,50.0,0.09,4,200.0,198.0,17.82,Western Europe,Renania del Norte-Westfalia,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,8.91
DEBIT,2,2,43.06,127.39,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,Europe,Naples,Italia,19,2.6,0.02,129.99,0.34,1,129.99,127.39,43.06,Southern Europe,Campania,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,33.12562504808062
DEBIT,2,2,26.4,263.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,7,Fan Shop,18.35910606,-66.07789612,Europe,Naples,Italia,19,36.0,0.12,299.98,0.1,1,299.98,263.98,26.4,Southern Europe,Campania,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,8.800586705780384
DEBIT,2,2,7.05,94.06,Shipping on time,0,37,Electronics,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,6,Outdoors,18.35910606,-66.07789612,Europe,Naples,Italia,19,1.92,0.02,47.99,0.08,2,95.98,94.06,7.05,Southern Europe,Campania,COMPLETE,Titleist Pro V1x High Numbers Golf Balls,47.99,Second Class,7.345280266722233
DEBIT,4,4,35.81,123.49,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,LATAM,Matanzas,Cuba,19,6.5,0.05,129.99,0.29,1,129.99,123.49,35.81,Caribbean,Matanzas,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,27.54827294407262
DEBIT,4,4,91.0,363.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,7,Fan Shop,18.35910606,-66.07789612,LATAM,Matanzas,Cuba,19,36.0,0.09,399.98,0.25,1,399.98,363.98,91.0,Caribbean,Matanzas,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,22.751137556877843
DEBIT,4,4,50.9,130.5,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,5,Golf,18.35910606,-66.07789612,LATAM,Matanzas,Cuba,19,19.5,0.13,50.0,0.39,3,150.0,130.5,50.9,Caribbean,Matanzas,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,33.93333333333333
DEBIT,6,4,-24.62,143.98,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,4,Apparel,18.35910606,-66.07789612,Pacific Asia,Devonport,Australia,19,35.99,0.2,59.99,-0.17,3,179.97,143.98,-24.62,Oceania,Tasmania,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-13.680057787409014
TRANSFER,5,2,109.75,391.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Stephanie,19,Mitchell,Home Office,PR,3543 Red Treasure Bay,725.0,7,Fan Shop,18.35910606,-66.07789612,USCA,Columbus,Estados Unidos,19,8.0,0.02,399.98,0.28,1,399.98,391.98,109.75,East of USA,Ohio,PENDING,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,27.438871943597174
DEBIT,5,4,67.05,254.96,Late delivery,1,17,Cleats,West New York,EE. UU.,Mary,20,Ellis,Consumer,NJ,4703 Old Route,7093.0,4,Apparel,40.7571907,-74.02506256,Europe,Crewe,Reino Unido,20,44.99,0.15,59.99,0.26,5,299.95,254.96,67.05,Northern Europe,Inglaterra,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,22.353725620936824
DEBIT,2,4,-342.97,489.95,Advance shipping,0,9,Cardio Equipment,West New York,EE. UU.,Mary,20,Ellis,Consumer,NJ,4703 Old Route,7093.0,3,Footwear,40.7571907,-74.02506256,LATAM,León,México,20,10.0,0.02,99.99,-0.7,5,499.95,489.95,-342.97,Central America,Guanajuato,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,-68.60086008600861
TRANSFER,5,4,-207.87,296.95,Late delivery,1,17,Cleats,West New York,EE. UU.,Mary,20,Ellis,Consumer,NJ,4703 Old Route,7093.0,4,Apparel,40.7571907,-74.02506256,LATAM,Tegucigalpa,Honduras,20,3.0,0.01,59.99,-0.7,5,299.95,296.95,-207.87,Central America,Francisco Morazán,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-69.3015502583764
PAYMENT,4,2,-214.35,126.09,Late delivery,1,18,Men's Footwear,West New York,EE. UU.,Mary,20,Ellis,Consumer,NJ,4703 Old Route,7093.0,4,Apparel,40.7571907,-74.02506256,Pacific Asia,Yakarta,Indonesia,20,3.9,0.03,129.99,-1.7,1,129.99,126.09,-214.35,Southeast Asia,Yakarta,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,-164.8972997922917
PAYMENT,4,2,-80.62,100.77,Late delivery,1,29,Shop By Sport,West New York,EE. UU.,Mary,20,Ellis,Consumer,NJ,4703 Old Route,7093.0,5,Golf,40.7571907,-74.02506256,Pacific Asia,Yakarta,Indonesia,20,19.2,0.16,39.99,-0.8,3,119.97,100.77,-80.62,Southeast Asia,Yakarta,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class,-67.200133366675
DEBIT,2,4,21.12,239.96,Advance shipping,0,17,Cleats,West New York,EE. UU.,Mary,20,Ellis,Consumer,NJ,4703 Old Route,7093.0,4,Apparel,40.7571907,-74.02506256,LATAM,León,México,20,0.0,0.0,59.99,0.09,4,239.96,239.96,21.12,Central America,Guanajuato,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,8.80146691115186
DEBIT,2,4,46.8,124.79,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,William,21,Zimmerman,Consumer,PR,3323 Old Willow Mall ,725.0,4,Apparel,18.02520371,-66.61289215,Europe,Solingen,Alemania,21,5.2,0.04,129.99,0.38,1,129.99,124.79,46.8,Western Europe,Renania del Norte-Westfalia,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,36.002769443803366
DEBIT,2,4,60.9,347.98,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,William,21,Zimmerman,Consumer,PR,3323 Old Willow Mall ,725.0,7,Fan Shop,18.02520371,-66.61289215,Europe,Solingen,Alemania,21,52.0,0.13,399.98,0.18,1,399.98,347.98,60.9,Western Europe,Renania del Norte-Westfalia,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,15.2257612880644
DEBIT,2,4,95.0,190.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,William,21,Zimmerman,Consumer,PR,3323 Old Willow Mall ,725.0,5,Golf,18.02520371,-66.61289215,Europe,Solingen,Alemania,21,10.0,0.05,50.0,0.5,4,200.0,190.0,95.0,Western Europe,Renania del Norte-Westfalia,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,47.5
DEBIT,2,4,39.98,123.0,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,William,21,Zimmerman,Consumer,PR,3323 Old Willow Mall ,725.0,3,Footwear,18.02520371,-66.61289215,Europe,Solingen,Alemania,21,27.0,0.18,30.0,0.33,5,150.0,123.0,39.98,Western Europe,Renania del Norte-Westfalia,COMPLETE,Nike Women's Tempo Shorts,30.0,Standard Class,26.65333333333333
